name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,selling_price
Renault KWID 1.0 RXT Optional,2016,34000,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,5.0,91.0,4250.0,300000
Renault Duster 85PS Diesel RxS,2017,50000,Diesel,Individual,Manual,First Owner,19.8,1461.0,83.8,5.0,200.0,1750.0,819999
Tata Indigo TDI,2010,100000,Diesel,Individual,Manual,Second Owner,19.6,1405.0,70.0,5.0,135.4,2500.0,409999
Hyundai Verna 1.6 Xi ABS,2008,52000,Petrol,Individual,Manual,Second Owner,13.0,1599.0,103.2,5.0,146.11908499999998,3000.0,275000
Maruti Ertiga VDI,2013,110000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,497000
Hyundai i20 Asta 1.2,2015,70000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,500000
Isuzu MUX 2WD,2019,10000,Diesel,Individual,Automatic,First Owner,13.0,2999.0,174.57,7.0,380.0,2300.0,2700000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,975000
Ford Aspire Trend Plus,2018,15000,Petrol,Individual,Manual,First Owner,20.0,1194.0,94.93,5.0,120.0,4250.0,620000
Honda City i-VTEC CVT ZX,2019,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,145.0,4600.0,1227000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,950000
MG Hector Smart DCT,2019,16500,Petrol,Dealer,Automatic,First Owner,13.9,1451.0,141.0,5.0,250.0,2600.0,1700000
Maruti Ertiga VDI,2014,110000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,545000
Maruti Swift VDI,2011,72000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,400000
Maruti Baleno Sigma 1.3,2015,60000,Diesel,Individual,Manual,First Owner,27.3,1248.0,74.0,5.0,190.0,2000.0,562000
Mitsubishi Lancer 2.0 LXd,1999,100000,Diesel,Individual,Manual,Third Owner,14.0,1998.0,68.0,5.0,122.583125,3000.0,155000
Maruti Swift VDI BSIV,2009,120000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,,210000
Ford Fiesta 1.5 TDCi Titanium,2015,80000,Diesel,Individual,Manual,First Owner,25.0,1498.0,89.75,5.0,204.0,2375.0,590000
Maruti Ignis 1.2 Zeta BSIV,2017,30000,Petrol,Individual,Manual,First Owner,20.8,1197.0,81.8,5.0,113.0,4200.0,484999
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,219000,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,500000
Maruti Alto 800 LXI,2017,80000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.3,5.0,69.0,3500.0,300000
Maruti Ciaz RS ZDi Plus SHVS,2016,80000,Diesel,Individual,Manual,First Owner,28.0,1248.0,88.5,5.0,200.0,1750.0,750000
Maruti Swift Dzire VXI,2016,35000,Petrol,Individual,Manual,Second Owner,20.8,1197.0,83.14,5.0,115.0,4000.0,574000
Tata Indica Vista Quadrajet 90 VX,2013,167000,Diesel,Individual,Manual,First Owner,22.0,1248.0,88.8,5.0,200.0,2375.0,200000
Hyundai Creta 1.6 CRDi SX Option,2016,94000,Diesel,Individual,Manual,First Owner,19.6,1582.0,126.2,5.0,259.9,2325.0,1100000
Hyundai Santro Xing GL Plus,2012,80000,Petrol,Individual,Manual,First Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,350000
Maruti 800 DX,1998,100000,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,4.0,59.0,2500.0,70000
Ford Ikon 1.3 Flair,2005,90000,Petrol,Individual,Manual,Second Owner,13.0,1299.0,70.0,5.0,104.93115499999999,2500.0,120000
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,246000,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.0,7.0,200.0,2400.0,700000
Maruti Baleno Sigma 1.2,2019,10000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.1,5.0,115.0,4000.0,500000
Tata Tigor 2017-2020 XZ Plus,2019,5200,Petrol,Individual,Manual,First Owner,20.0,1199.0,83.81,5.0,114.0,3500.0,600000
Maruti Zen LX - BS III,2006,120000,Petrol,Individual,Manual,Second Owner,17.0,993.0,60.0,5.0,78.0,4500.0,100000
Maruti Swift VDI,2013,90000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,409999
Honda City i VTEC CVT SV,2016,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,145.0,4600.0,750000
Hyundai Grand i10 1.2 Kappa Asta,2017,5000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.86,5.0,113.75,4000.0,600000
Mahindra KUV 100 G80 K8 Dual Tone,2018,10500,Petrol,Individual,Manual,First Owner,18.1,1198.0,82.0,6.0,115.0,3550.0,550000
Renault Duster 110PS Diesel RxZ,2018,26000,Diesel,Individual,Manual,First Owner,19.0,1461.0,108.45,5.0,245.0,1750.0,950000
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006,40000,Petrol,Individual,Manual,First Owner,11.0,1796.0,178.0,5.0,240.262925,4000.0,650000
Toyota Corolla Altis 1.8 J,2010,60000,Petrol,Individual,Manual,Second Owner,14.5,1798.0,138.0,5.0,173.0,4000.0,350000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,25000,Petrol,Individual,Manual,First Owner,15.8,1499.0,110.4,5.0,140.0,4400.0,700000
Maruti Swift Dzire ZXi,2011,15000,Petrol,Individual,Manual,First Owner,17.0,1298.0,85.8,5.0,114.0,4000.0,335000
Maruti Swift Dzire LDi,2012,110000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,270000
Maruti Swift Dzire ZDi,2010,100000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,320000
Hyundai Santro Xing XS,2007,120000,Petrol,Individual,Manual,First Owner,17.0,1086.0,63.0,5.0,96.10517,3000.0,120000
Audi A4 1.8 TFSI,2010,55000,Petrol,Individual,Automatic,Second Owner,12.0,1781.0,163.2,5.0,224.57228499999997,3325.0,730000
Maruti SX4 Vxi BSIII,2007,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,145.0,4100.0,125000
Maruti Zen Estilo 1.1 LXI BSIII,2007,35000,Petrol,Individual,Manual,First Owner,18.0,1061.0,64.0,5.0,84.0,3500.0,150000
Maruti Alto 800 LXI,2018,13000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.3,5.0,69.0,3500.0,310000
Maruti Swift Dzire VDI,2015,50000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,625000
Hyundai i10 Magna,2012,40000,Petrol,Individual,Manual,First Owner,20.3,1197.0,78.9,5.0,111.7,4000.0,267000
Hyundai i20 Active 1.2 SX Dual Tone,2016,25000,Petrol,Individual,Manual,First Owner,17.1,1197.0,81.86,5.0,114.73,4000.0,600000
Toyota Glanza G Smart Hybrid,2019,5000,Petrol,Individual,Manual,First Owner,23.8,1197.0,88.5,5.0,113.0,4400.0,700000
Maruti 800 AC,2013,50000,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,4.0,59.0,2500.0,121000
Hyundai Grand i10 Asta,2014,80000,Petrol,Individual,Manual,Third Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,350000
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,225000,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.0,8.0,200.0,2400.0,869999
Nissan Terrano XL 110 PS,2015,70000,Diesel,Individual,Manual,First Owner,19.0,1461.0,108.5,5.0,248.0,2250.0,750000
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,100000,Diesel,Individual,Manual,First Owner,15.9,2523.0,63.0,9.0,180.0,1470.0,484999
Hyundai Accent CRDi,2006,90000,Diesel,Individual,Manual,Second Owner,13.0,1493.0,82.0,5.0,187.0,2500.0,120000
Tata Sumo MKII Turbo 2.0 LX,2010,225000,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,9.0,190.0,2500.0,150000
Toyota Fortuner 2.8 4WD AT BSIV,2016,90000,Diesel,Individual,Automatic,First Owner,15.0,2755.0,174.5,7.0,450.0,2000.0,3100000
Maruti Swift Dzire AMT ZXI Plus,2019,6500,Petrol,Individual,Automatic,First Owner,21.2,1197.0,81.8,5.0,113.0,4200.0,750000
Maruti Gypsy King ST BSIII,2010,80000,Petrol,Individual,Manual,First Owner,11.9,1298.0,80.0,8.0,103.0,4500.0,350000
Mahindra Scorpio VLS 2.2 mHawk,2008,100000,Diesel,Individual,Manual,Third Owner,12.0,2179.0,120.0,7.0,290.0,2300.0,400000
Toyota Etios VD,2015,120000,Diesel,Individual,Manual,Second Owner,23.5,1364.0,67.05,5.0,170.0,2100.0,570000
Hyundai EON Era Plus,2012,120000,Petrol,Individual,Manual,Second Owner,21.0,814.0,55.2,5.0,74.5,4000.0,180000
Skoda Octavia Classic 1.9 TDI MT,2006,150000,Diesel,Individual,Manual,Third Owner,18.0,1896.0,66.0,5.0,210.0,1900.0,280000
Tata Indigo LS,2005,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.0,1405.0,70.0,5.0,132.389775,2500.0,90000
Mercedes-Benz M-Class ML 250 CDI,2015,100000,Diesel,Individual,Automatic,Second Owner,15.2,2143.0,203.2,5.0,500.0,1700.0,2600000
Tata Sumo Gold EX,2018,63000,Diesel,Individual,Manual,First Owner,15.0,2956.0,83.83,7.0,250.0,1500.0,700000
Mercedes-Benz GLA Class 200 CDI,2016,40000,Diesel,Individual,Automatic,Second Owner,17.0,2143.0,136.0,5.0,300.0,2300.0,1850000
Ford Ecosport 1.5 DV5 MT Titanium,2015,109000,Diesel,Dealer,Manual,First Owner,22.0,1498.0,89.84,5.0,204.0,2375.0,685000
Maruti Swift VDI Windsong Limited edition,2015,114000,Diesel,Dealer,Manual,First Owner,25.0,1248.0,73.94,5.0,190.0,2000.0,565000
Hyundai Grand i10 CRDi Asta Option,2014,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0,160.0,2125.0,395000
Hyundai i20 Sportz 1.4 CRDi,2013,101000,Diesel,Dealer,Manual,First Owner,21.0,1396.0,88.76,5.0,219.6,2250.0,425000
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,45000,Diesel,Dealer,Automatic,Second Owner,16.3,1995.0,183.0,5.0,400.0,2250.0,1950000
Renault KWID AMT RXL,2018,31000,Petrol,Dealer,Automatic,First Owner,24.0,999.0,67.0,5.0,91.0,4250.0,535000
Maruti Wagon R VXI Opt 1.2,2016,55000,Petrol,Dealer,Manual,First Owner,20.5,1197.0,81.8,5.0,113.0,4200.0,434999
Hyundai Verna 1.6 SX,2014,117000,Diesel,Dealer,Manual,First Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,700000
Volkswagen Passat 2.0 TDI AT Highline,2012,108000,Diesel,Dealer,Automatic,First Owner,17.4,1968.0,175.0,5.0,350.0,2500.0,900000
Maruti Wagon R VXI 1.2,2015,75000,Petrol,Dealer,Manual,First Owner,20.5,1197.0,81.8,5.0,113.0,4200.0,425000
Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5.0,400.0,2100.0,1600000
Ford Figo Titanium Diesel,2013,158000,Diesel,Dealer,Manual,First Owner,24.0,1499.0,98.96,5.0,215.0,2125.0,325000
Tata Hexa XE,2017,53000,Diesel,Individual,Manual,First Owner,17.0,2179.0,147.94,7.0,320.0,2250.0,980000
Jeep Compass 2.0 Limited Option 4X4,2017,20000,Diesel,Individual,Manual,Second Owner,16.0,1956.0,170.0,5.0,350.0,2125.0,1920000
Volkswagen Polo 1.0 TSI Highline Plus,2020,5000,Petrol,Individual,Manual,First Owner,18.2,999.0,108.6,5.0,175.0,2875.0,808000
Maruti Alto LXi,2010,64000,Petrol,Individual,Manual,First Owner,19.0,796.0,46.3,5.0,62.0,3000.0,215000
Ford Figo 1.2P Titanium Opt MT,2016,10500,Petrol,Individual,Manual,First Owner,18.1,1196.0,86.8,5.0,112.0,4000.0,512000
Maruti Alto LXi,2011,50000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,215000
Skoda Rapid 1.6 TDI Elegance,2012,60000,Diesel,Individual,Manual,First Owner,20.0,1598.0,103.5,5.0,250.0,2000.0,500000
Skoda Rapid 1.5 TDI Elegance Black Package,2015,35000,Diesel,Individual,Manual,First Owner,21.1,1498.0,103.52,5.0,250.0,2000.0,700000
Tata Safari DICOR 2.2 LX 4x2,2012,135000,Diesel,Individual,Manual,First Owner,13.9,2179.0,138.03,7.0,320.0,2200.0,525000
Mahindra Scorpio LX BSIV,2011,70000,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,9.0,290.0,2300.0,550000
Hyundai i20 2015-2017 Sportz 1.2,2017,5000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,675000
Hyundai Santro Xing GLS,2008,80000,Petrol,Individual,Manual,Third Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,140000
Mahindra Scorpio VLX 2WD BSIV,2011,120000,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,8.0,290.0,2300.0,430000
Toyota Etios V,2011,167000,Petrol,Individual,Manual,First Owner,,,,,,,270000
Maruti Wagon R LXI BS IV,2014,10000,Petrol,Individual,Manual,First Owner,20.5,998.0,67.04,5.0,90.0,3500.0,300000
Maruti Alto 800 VXI,2015,35000,Petrol,Individual,Manual,Second Owner,22.7,796.0,47.3,5.0,69.0,3500.0,180000
Tata Indica GLS BS IV,2007,50000,Petrol,Individual,Manual,First Owner,15.0,1193.0,65.3,5.0,102.0,2600.0,125000
Maruti Swift VDI BSIV,2006,80000,Diesel,Individual,Manual,First Owner,,,,,,,150000
Hyundai Santro Xing XL,2006,60898,Petrol,Individual,Manual,First Owner,,,,,,,95000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,29700,Diesel,Individual,Manual,First Owner,25.0,1248.0,88.5,5.0,200.0,1750.0,810000
Hyundai i20 1.4 Magna AT,2018,20000,Petrol,Individual,Automatic,First Owner,18.0,1368.0,98.63,5.0,132.3,4000.0,671000
Maruti Alto 800 VXI,2018,20000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.3,5.0,69.0,3500.0,295000
Maruti Ertiga SHVS ZDI Plus,2017,40000,Diesel,Individual,Manual,First Owner,24.5,1248.0,88.5,7.0,200.0,1750.0,850000
Maruti Swift ZDi,2013,90000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,409999
Maruti Ertiga VXI,2015,90000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.7,7.0,130.0,4000.0,600000
Mahindra Bolero 2011-2019 ZLX,2015,80000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,600000
Maruti Wagon R LXI BSIII,2012,60000,Petrol,Individual,Manual,Third Owner,18.0,998.0,67.1,5.0,90.0,3500.0,220000
Mahindra Scorpio EX,2014,50000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,200.0,1800.0,650000
Tata Sumo GX 7 Str BSII,2006,74000,Diesel,Individual,Manual,First Owner,13.0,1948.0,68.0,7.0,115.0,2500.0,130000
Renault Duster 110PS Diesel RxL,2014,123000,Diesel,Individual,Manual,First Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,400000
Maruti Swift 1.3 LXI,2007,60000,Petrol,Individual,Manual,Third Owner,,,,,,,250000
Tata Indigo CS eGLS BS IV,2013,50000,Petrol,Individual,Manual,First Owner,15.6,1193.0,64.1,5.0,100.0,2700.0,250000
Hyundai Grand i10 Sportz,2014,80000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,400000
Datsun GO A Option Petrol,2019,10000,Petrol,Individual,Manual,First Owner,19.0,1198.0,67.05,5.0,104.0,4000.0,500000
Hyundai Santro Sportz AMT BSIV,2018,10000,Petrol,Individual,Automatic,First Owner,20.0,1086.0,68.0,5.0,99.0,4500.0,565000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,900000
Mahindra Bolero Power Plus SLE,2017,120000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,7.0,195.0,1800.0,650000
Mahindra Bolero 2011-2019 ZLX,2013,45000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,600000
Maruti Swift Dzire VDI,2018,35000,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,800000
Maruti SX4 Vxi BSIV,2011,80000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,103.3,5.0,145.0,4100.0,190000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,37000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,750000
Maruti Baleno Delta 1.2,2018,22000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.1,5.0,115.0,4000.0,625000
Hyundai i20 1.4 Asta,2018,60000,Diesel,Individual,Manual,Second Owner,22.5,1396.0,88.73,5.0,219.7,2125.0,799000
Maruti Ciaz 1.4 Alpha,2017,27000,Petrol,Individual,Manual,First Owner,20.7,1373.0,91.1,5.0,130.0,4000.0,850000
Chevrolet Spark 1.0 LT,2012,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,90.3,4200.0,130000
Mahindra Thar CRDe,2018,35000,Diesel,Individual,Manual,First Owner,16.5,2498.0,105.0,6.0,247.0,1900.0,900000
Mahindra Scorpio 1.99 S4,2015,70000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,800000
Hyundai EON Era Plus,2015,43000,Petrol,Individual,Manual,Second Owner,21.0,814.0,55.2,5.0,74.5,4000.0,250999
Tata Manza Aqua Safire,2011,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0,116.0,4750.0,250000
Fiat Punto 1.2 Active,2009,100000,Petrol,Individual,Manual,Second Owner,15.0,1172.0,67.0,5.0,96.0,2500.0,100000
Maruti Swift VXI Optional,2016,64000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.8,5.0,113.0,4200.0,450000
Renault Duster 85PS Diesel STD,2017,96000,Diesel,Individual,Manual,First Owner,19.8,1461.0,83.8,5.0,200.0,1750.0,575000
Renault Duster 85PS Diesel RxL Optional,2013,96000,Diesel,Individual,Manual,First Owner,20.4,1461.0,83.8,5.0,200.0,1900.0,400000
Maruti Celerio X ZXI BSIV,2019,7600,Petrol,Individual,Manual,First Owner,21.6,998.0,67.0,5.0,90.0,3500.0,480000
Tata Indigo LX,2007,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,132.389775,2500.0,150000
Tata Bolt Quadrajet XM,2017,50000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2375.0,600000
Hyundai Xcent 1.1 CRDi SX Option,2015,50000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.0,5.0,180.4,2125.0,500000
Tata Zest Quadrajet 1.3 Anniversary Edition,2015,80000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,200.0,2375.0,425000
Hyundai Accent DLS,2003,200000,Diesel,Individual,Manual,Second Owner,13.0,1493.0,82.0,5.0,187.0,2500.0,108000
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,190000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.6,7.0,200.0,2400.0,1030000
Maruti Wagon R VXI Optional,2015,34000,Petrol,Individual,Manual,First Owner,20.5,998.0,67.04,5.0,90.0,3500.0,360000
Volkswagen Polo Petrol Comfortline 1.2L,2012,80000,Petrol,Individual,Manual,Second Owner,16.4,1198.0,73.9,5.0,110.0,3750.0,290000
Maruti Esteem DI,2003,20000,Diesel,Individual,Manual,First Owner,15.0,1527.0,57.0,5.0,96.0,2500.0,70000
Toyota Innova 2.5 G4 Diesel 7-seater,2011,200000,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,7.0,200.05565999999996,2400.0,735000
Hyundai i10 Era,2007,70000,Petrol,Individual,Manual,Second Owner,19.8,1086.0,68.05,5.0,99.04,4500.0,190000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,80800,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.6,8.0,200.0,2400.0,1365000
Honda Jazz 1.2 VX i VTEC,2018,24265,Petrol,Dealer,Manual,First Owner,18.0,1199.0,88.7,5.0,110.0,4800.0,675000
Maruti Swift Dzire VDI,2014,81000,Diesel,Dealer,Manual,First Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,438999
Renault Lodgy Stepway 110PS RXZ 7S,2015,240000,Diesel,Individual,Manual,First Owner,19.9,1461.0,108.5,7.0,245.0,1750.0,550000
Maruti Swift Dzire VXI,2013,35000,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.8,5.0,114.0,4000.0,409999
Renault KWID RXT Optional,2019,15000,Petrol,Individual,Manual,First Owner,25.1,799.0,53.3,5.0,72.0,4386.0,350000
Chevrolet Beat Diesel,2012,49000,Diesel,Individual,Manual,Third Owner,25.4,936.0,57.6,5.0,150.0,1750.0,135000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016,56900,Diesel,Individual,Manual,Second Owner,13.6,2393.0,147.8,8.0,343.0,2100.0,1490000
Maruti Swift VDI BSIV,2014,70000,Diesel,Individual,Manual,Second Owner,25.0,1248.0,74.0,5.0,190.0,2000.0,520000
Maruti Swift Dzire VDi,2010,180000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,315000
Maruti A-Star Lxi,2010,50000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,90.0,3500.0,235000
Hyundai Accent GLE,2005,50000,Petrol,Individual,Manual,Third Owner,13.0,1495.0,94.0,5.0,122.583125,3500.0,80500
Maruti Ritz VDi,2013,88200,Diesel,Individual,Manual,First Owner,23.0,1248.0,73.94,5.0,190.0,2000.0,375000
Honda Amaze E Option i-DTEC,2017,120000,Diesel,Individual,Manual,First Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,550000
Ford Fiesta EXi 1.4 TDCi Ltd,2011,110000,Diesel,Individual,Manual,Second Owner,17.0,1399.0,68.0,5.0,159.848395,2000.0,260000
Maruti Alto 800 LXI,2016,65000,Petrol,Individual,Manual,Second Owner,22.7,796.0,47.3,5.0,69.0,3500.0,260000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,15000,Diesel,Individual,Manual,First Owner,23.6,1248.0,88.5,5.0,200.0,1750.0,800000
Honda City 1.5 S Inspire,2010,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,146.0,4800.0,350000
Maruti Omni LPG STD BSIV,1999,100000,LPG,Individual,Manual,Fourth & Above Owner,,,,,,,70000
Maruti Vitara Brezza ZDi,2019,10000,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,892000
Fiat Grande Punto Sport 90BHP,2012,70000,Diesel,Individual,Manual,Second Owner,20.0,1248.0,92.0,5.0,209.0,2000.0,285000
Hyundai i10 Magna LPG,2012,60000,LPG,Individual,Manual,First Owner,14.399999999999999,1086.0,68.05,5.0,99.04,4500.0,300000
Maruti Ciaz VDI SHVS,2016,90000,Diesel,Individual,Manual,First Owner,28.0,1248.0,88.5,5.0,200.0,1750.0,620000
Maruti Alto 800 LXI,2016,35000,Petrol,Individual,Manual,First Owner,22.7,796.0,47.3,5.0,69.0,3500.0,270000
Hyundai Santro Xing GLS,2012,40000,Petrol,Individual,Manual,Second Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,300000
Tata Indigo CS eLX BS IV,2011,80000,Diesel,Individual,Manual,First Owner,23.0,1396.0,69.0,5.0,140.0,2400.0,220000
Maruti SX4 Vxi BSIV,2012,99000,Petrol,Individual,Manual,Second Owner,15.0,1586.0,103.3,5.0,145.0,4100.0,260000
Tata Nano XE,2015,60000,Petrol,Individual,Manual,First Owner,23.0,624.0,37.48,4.0,51.0,4000.0,80000
Hyundai EON Magna Plus,2016,40800,Petrol,Individual,Manual,First Owner,21.0,814.0,55.2,5.0,74.5,4000.0,300000
Tata Zest Revotron 1.2T XM,2015,70000,Petrol,Individual,Manual,First Owner,17.5,1193.0,88.7,5.0,140.0,2750.0,300000
Mahindra KUV 100 mFALCON G80 K8 5str,2016,100000,Petrol,Individual,Manual,First Owner,18.1,1198.0,82.0,5.0,115.0,3550.0,400000
Maruti Swift VXI BSIV,2016,8588,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,550000
Ford Figo 1.5D Trend MT,2015,60000,Diesel,Individual,Manual,First Owner,25.8,1498.0,99.0,5.0,215.0,2375.0,500000
Maruti Esteem Vxi - BSIII,2005,80000,Petrol,Individual,Manual,Third Owner,15.0,1298.0,85.0,5.0,110.0,4500.0,93000
Honda City i DTEC SV,2014,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,200.0,1750.0,500000
Toyota Platinum Etios 1.4 GXD,2018,150000,Diesel,Individual,Manual,First Owner,23.5,1364.0,67.05,5.0,170.0,2100.0,670000
Toyota Innova 2.5 VX 7 STR,2012,120000,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,7.0,200.05565999999996,2400.0,750000
Maruti 800 Std,2012,70000,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,4.0,59.0,2500.0,100000
Hyundai i10 Sportz 1.1L,2016,50000,Petrol,Individual,Manual,First Owner,19.8,1086.0,68.05,5.0,99.04,4500.0,425000
Toyota Innova 2.5 V Diesel 8-seater,2006,305000,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,370000
Tata New Safari DICOR 2.2 EX 4x2,2009,212000,Diesel,Individual,Manual,Third Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,229999
Tata Winger Deluxe - Flat Roof (Non-AC),2010,50000,Diesel,Individual,Manual,First Owner,10.7,1948.0,90.0,14.0,190.0,2500.0,235000
Honda WR-V i-DTEC S,2017,70000,Diesel,Individual,Manual,First Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,700000
Tata Zest Quadrajet 1.3 75PS XM,2016,50000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2375.0,475000
Skoda Rapid 1.5 TDI Ambition,2015,120000,Diesel,Individual,Manual,First Owner,21.1,1498.0,103.52,5.0,250.0,2000.0,610000
Tata New Safari DICOR 2.2 EX 4x2,2015,120000,Diesel,Individual,Manual,First Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,520000
Maruti Ertiga VDI,2015,120000,Diesel,Individual,Manual,Second Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,700000
Honda Amaze S i-DTEC,2017,70000,Diesel,Individual,Manual,Second Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,590000
Maruti Wagon R VXI,2002,80000,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.1,5.0,90.0,3500.0,140000
